Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,85.15877808517578,25.73183380863948,25.56935692513407,24.639555652862196,23.288541507920886
2006-Jan-01 02:00:00,89.87962504132383,24.99192946299595,24.951701367233422,23.981222319528865,23.23832634409544
2006-Jan-01 03:00:00,92.38063599211499,24.546174758658154,24.53510331829116,23.83955565286219,23.171760975179964
2006-Jan-01 04:00:00,94.27985909335177,24.211130883883197,24.197266402909985,23.739555652862194,23.12507552785624
2006-Jan-01 05:00:00,95.95340102193767,23.870646085046488,23.854979608783026,23.581222319528862,23.04092437348336
2006-Jan-01 06:00:00,97.91155319401707,23.482682373791096,23.472799700698317,23.439555652862193,22.95225427718186
2006-Jan-01 07:00:00,99.0194935212016,23.27465808240882,23.281459413062723,24.03955565286219,23.177967121333864
2006-Jan-01 08:00:00,95.39781611418516,24.00706688576129,23.85819105802572,25.197888986195526,23.657829893655773
2006-Jan-01 09:00:00,89.61487606564283,25.27706676684711,25.124416697938642,26.33955565286219,24.15320094173285
2006-Jan-01 10:00:00,83.31917242235676,26.749461472687997,26.643526773903286,27.439555652862197,24.538191166509225
2006-Jan-01 11:00:00,78.14782679238724,28.031689780415835,27.965625934810827,28.481222319528865,24.936323952060548
2006-Jan-01 12:00:00,74.98754798750348,28.985085918093095,28.86932742188708,29.539555652862195,25.347937465185495
2006-Jan-01 13:00:00,73.42119587501954,29.51987040550595,29.371633580025193,29.99788898619553,25.496917913519805
2006-Jan-01 14:00:00,71.67723632563907,29.97375266791811,29.88243512090951,29.99788898619553,25.39990814040864
2006-Jan-01 15:00:00,71.39779687288562,29.96092344813629,29.75957232675074,29.99788898619553,25.330102093551446
2006-Jan-01 16:00:00,72.38520133868805,29.63426462886724,29.365212056983783,29.822888986195526,25.171112941847355
2006-Jan-01 17:00:00,73.45655891444314,29.240002985465008,28.901738536254815,29.46455565286219,25.035835393041612
2006-Jan-01 18:00:00,76.53193895976845,28.44331017224972,27.876931379899656,29.12288898619553,24.8590233458266
2006-Jan-01 19:00:00,79.10561915821256,27.699319206001984,27.09408306378413,28.53122231952886,24.59280118977882
2006-Jan-01 20:00:00,81.10936773074312,27.18142000470469,26.729596239627558,27.789555652862195,24.456149610430586
2006-Jan-01 21:00:00,82.76397120484332,26.87653652727066,26.520537673186414,27.03122231952886,24.335192757209573
2006-Jan-01 22:00:00,83.93843286499326,26.615866077446086,26.327982981408528,26.46455565286219,24.039044369604003
2006-Jan-01 23:00:00,83.92483193143002,26.41374466278099,26.17035525117495,26.064555652862197,23.74143372614178
2006-Jan-02 00:00:00,83.5954077883182,26.224048310818798,26.01244473409356,25.606222319528854,23.364052292714632
2006-Jan-02 01:00:00,83.08010924217915,25.958019203364582,25.786009602041947,25.164555652862195,22.94467148752413
2006-Jan-02 02:00:00,82.66760391972217,25.695837259988064,25.527225871441832,24.99788898619553,22.786089604590895
2006-Jan-02 03:00:00,83.6146715898382,25.53972872106645,25.381601184667932,24.99788898619553,23.255781516184612
