Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],PLENUMTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],PLENUMTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],PLENUMTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,84.22105224473712,89.0975503875125,26.040022826702373,24.58897111239554,25.797789281818,24.560693129470703,24.642456416309006,24.63149925773189,23.2914422713677,23.280485112790576
2006-Jan-01 02:00:00,87.37264813737687,96.88058496854025,25.58969181393933,23.378405402763036,25.413688654255107,23.374040772491806,23.98412308297567,23.973165924398554,23.241227107542258,23.23026994896513
2006-Jan-01 03:00:00,89.25025252320351,99.97691396687014,25.247827712718358,22.672629786510182,25.080375393384653,22.671928109093376,23.84245641630901,23.83149925773189,23.174661738626778,23.163704580049657
2006-Jan-01 04:00:00,90.75433121921539,100.0,24.972121282522632,22.215129181991205,24.801966150762514,22.21072759577056,23.742456416309007,23.731499257731887,23.127976291303053,23.11701913272593
2006-Jan-01 05:00:00,91.94803434049969,100.0,24.705126573444357,21.778902270720398,24.53429234318045,21.76873394440494,23.584123082975676,23.573165924398552,23.043825136930177,23.032867978353053
2006-Jan-01 06:00:00,93.2156225408592,100.0,24.423308164440613,21.263988430757667,24.251305639158677,21.246239981972426,23.442456416309003,23.431499257731886,22.95515504062867,22.944197882051554
2006-Jan-01 07:00:00,94.4469632753002,100.0,24.182604907523757,21.09511167193737,24.005736590141044,21.08324312078881,24.042456416309008,24.031499257731884,23.180867884780678,23.169910726203558
2006-Jan-01 08:00:00,94.01602811003897,97.80846414151858,24.358942954557033,22.378395695257666,24.056057164558506,22.395503014169364,25.200789749642343,25.189832591065223,23.660730657102587,23.649773498525462
2006-Jan-01 09:00:00,91.95437376434053,87.43746173812235,24.941000637938746,25.01888670919917,24.501681748300253,25.23401810194296,26.34245641630901,26.33149925773189,24.156101705179665,24.14514454660255
2006-Jan-01 10:00:00,89.2729624008466,74.79618105736945,25.669042317548442,28.12126442958345,25.210625662326425,28.530275479925365,27.44245641630901,27.431499257731886,24.541091929956043,24.530134771378915
2006-Jan-01 11:00:00,86.3521550175483,65.03575488129412,26.406054381735412,30.782902562040885,25.952554462687118,31.303492010902932,28.484123082975675,28.473165924398554,24.939224715507365,24.92826755693024
2006-Jan-01 12:00:00,84.1595395478986,59.94212908129314,27.07212019904544,32.461251723525415,26.558284813363418,32.951794949273015,29.542456416309008,29.531499257731884,25.35083822863231,25.33988107005519
2006-Jan-01 13:00:00,82.695709686231,57.926930509540576,27.53294980771167,33.22670789513422,26.995632097823584,33.694217999721886,30.00078974964234,29.98983259106522,25.499818676966616,25.488861518389495
2006-Jan-01 14:00:00,81.14560092066851,55.673520979203865,27.89107817954329,33.955652463934165,27.423084432404682,34.42456868824047,30.00078974964234,29.98983259106522,25.402808903855455,25.391851745278334
2006-Jan-01 15:00:00,79.33852154102964,56.68929348402617,28.200851709992317,33.53306037996963,27.7251004254064,33.86319025737382,30.00078974964234,29.98983259106522,25.333002856998252,25.32204569842114
2006-Jan-01 16:00:00,78.57560684087497,59.75136322661297,28.290690371354383,32.502202122964306,27.79918148236945,32.70875723076277,29.825789749642343,29.814832591065223,25.174013705294172,25.163056546717048
2006-Jan-01 17:00:00,78.11802811062572,62.95571594075989,28.267467216899263,31.444317784914848,27.785823359235007,31.4968669282437,29.467456416309005,29.45649925773189,25.038736156488426,25.0277789979113
2006-Jan-01 18:00:00,79.14175886902918,70.6977262938894,27.96848544498501,29.349702157952944,27.39968706773519,29.071225610063248,29.12578974964234,29.11483259106522,24.861924109273414,24.850966950696293
2006-Jan-01 19:00:00,80.11564435104624,78.86570261706277,27.594911303478508,27.302644653191297,26.91005398967377,27.06673117630389,28.53412308297568,28.523165924398555,24.59570195322564,24.584744794648515
2006-Jan-01 20:00:00,81.62838269965216,83.25665429923406,27.192726632934896,26.305912263653102,26.629064858335898,26.186356196542537,27.792456416309008,27.781499257731884,24.4590503738774,24.448093215300275
2006-Jan-01 21:00:00,83.0467876854895,85.69629773534326,26.93959858802476,25.873159563230463,26.47313877689558,25.795713394507413,27.03412308297568,27.023165924398555,24.33809352065639,24.327136362079273
2006-Jan-01 22:00:00,83.95714996822366,87.18707532203173,26.73330082910083,25.572939741349824,26.33380023470318,25.521564972717826,26.467456416309005,26.45649925773189,24.04194513305082,24.0309879744737
2006-Jan-01 23:00:00,83.80569253318906,87.07699920378583,26.56005909999887,25.395957270491696,26.201633614380018,25.3658026316058,26.06745641630901,26.056499257731886,23.744334489588596,23.73337733101147
2006-Jan-02 00:00:00,83.40280780819657,86.43469758428604,26.38611411136253,25.267474879697513,26.07218838491411,25.247315208152585,25.60912308297567,25.598165924398554,23.366953056161446,23.355995897584325
2006-Jan-02 01:00:00,82.60819515006301,85.91927945540748,26.178978250576332,24.99886464021017,25.905834829840803,24.99078916835988,25.167456416309008,25.156499257731884,22.947572250970946,22.936615092393822
2006-Jan-02 02:00:00,81.8744063009757,85.69808008895843,25.98499760455795,24.69869566239365,25.719738630712413,24.68869155735291,25.00078974964234,24.98983259106522,22.788990368037705,22.778033209460588
2006-Jan-02 03:00:00,82.79199541318185,86.35651191027226,25.832837842243936,24.61362859353183,25.558054636917433,24.620233373055004,25.00078974964234,24.98983259106522,23.25868227963143,23.247725121054305
2006-Jan-02 04:00:00,84.7132279808316,87.14760942445427,25.74541736361645,24.773098670678824,25.45926845407888,24.76746547954751,25.00078974964234,24.98983259106522,23.124978454865303,23.114021296288183
2006-Jan-02 05:00:00,85.09744805512405,87.95126850308729,25.551108743005845,24.505546730166767,25.301603834617026,24.49745811044868,24.417456416309008,24.406499257731884,23.07392561159718,23.06296845302006
2006-Jan-02 06:00:00,87.79730643107935,91.36876256457992,25.32479492741581,24.181471793638632,25.09199326466455,24.195628487363397,24.35078974964234,24.33983259106522,23.303955168067915,23.2929980094908
2006-Jan-02 07:00:00,89.14339525917848,92.10786306684084,25.211113509617544,24.199146909389487,24.960117987568655,24.171244381044048,24.834123082975676,24.823165924398555,23.484274854664914,23.47331769608779
2006-Jan-02 08:00:00,89.75071425818594,90.36977230235158,25.241461458890768,24.672536884908226,24.91446573246765,24.69043724112413,25.584123082975676,25.573165924398552,23.763521073782414,23.752563915205297
2006-Jan-02 09:00:00,88.90708387639171,84.14964451528137,25.471971476523,25.942341642061905,25.113783099293908,26.07553199882001,26.00078974964234,25.98983259106522,23.880021496775033,23.869064338197912
2006-Jan-02 10:00:00,87.57085682791201,76.88177376980858,25.747400036260544,27.496027754643006,25.450947334356425,27.773793853818475,26.584123082975676,26.573165924398552,24.0234415182781,24.01248435970098
2006-Jan-02 11:00:00,85.21742742810035,72.45806762263966,26.171978996606793,28.457482101661327,25.727100000903906,28.70373421145702,27.525789749642342,27.51483259106522,24.17722244262454,24.166265284047427
2006-Jan-02 12:00:00,82.32795201241667,64.91622746838213,26.62887983513893,30.224033029703467,26.179580812726787,30.656553622856418,28.425789749642345,28.41483259106522,24.239859030531363,24.228901871954246
2006-Jan-02 13:00:00,78.49696544436812,56.686593223490796,27.36670487180586,32.499344613928855,26.84109895216105,32.9744401140613,30.08412308297567,30.073165924398552,24.823118279556066,24.812161120978946
2006-Jan-02 14:00:00,76.38118579121597,56.1312441762745,27.86746326801592,32.673746773856074,27.1693513651126,32.92603902923373,31.00078974964234,30.98983259106522,24.79753801489595,24.786580856318825
2006-Jan-02 15:00:00,74.18776245807437,56.84502954487839,27.965339715870332,31.995993888211604,27.298837963278118,32.18497435012723,30.592456416309005,30.58149925773189,24.35183258724284,24.340875428665715
2006-Jan-02 16:00:00,72.76573153281804,57.55534057993271,28.027982827372174,31.48247891524959,27.444055711964904,31.61847302941113,29.950789749642343,29.939832591065223,24.138644685151473,24.127687526574352
2006-Jan-02 17:00:00,72.86126987021466,61.52271618482636,27.904043553237333,30.209474622647992,27.338404307902653,30.18522416760119,29.292456416309008,29.281499257731884,23.99327099690306,23.98231383832594
