Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,80.66653460440364,26.790114223983252,26.709586958710503,24.642235416406052,23.29122127146474
2006-Jan-01 02:00:00,83.250520401191,26.424739938798563,26.399953485218973,23.98390208307272,23.241006107639297
2006-Jan-01 03:00:00,84.80526357904246,26.129140966358957,26.07358693104909,23.84223541640605,23.17444073872382
2006-Jan-01 04:00:00,86.39190601836816,25.8215373620676,25.74101121981148,23.74223541640605,23.127755291400092
2006-Jan-01 05:00:00,87.80680723860907,25.49839457835776,25.40700422585299,23.583902083072715,23.043604137027216
2006-Jan-01 06:00:00,89.25646346659046,25.16817275743496,25.07007272540213,23.44223541640605,22.954934040725718
2006-Jan-01 07:00:00,90.80305172172085,24.85654086896419,24.734152204820134,24.042235416406047,23.180646884877717
2006-Jan-01 08:00:00,92.02043554566131,24.737118399555296,24.45908725620926,25.200568749739386,23.66050965719963
2006-Jan-01 09:00:00,92.95691776749287,24.766830866976978,24.334993964708246,26.342235416406055,24.15588070527671
2006-Jan-01 10:00:00,92.59624601950651,25.040678582264032,24.445736058590953,27.442235416406053,24.540870930053085
2006-Jan-01 11:00:00,90.34972409045696,25.611721538896248,24.825040822797675,28.483902083072717,24.939003715604404
2006-Jan-01 12:00:00,87.94955275805997,26.286474084595586,25.423230713212067,29.542235416406047,25.35061722872935
2006-Jan-01 13:00:00,85.87210165794282,26.85087488616702,26.125339096196026,30.000568749739386,25.49959767706366
2006-Jan-01 14:00:00,83.37267765072077,27.39094650990519,26.8292231612751,30.000568749739386,25.402587903952497
2006-Jan-01 15:00:00,80.45323496515438,27.929592990074767,27.483208569582633,30.000568749739386,25.3327818570953
2006-Jan-01 16:00:00,78.25340110894639,28.337784934709997,27.975084865333343,29.82556874973938,25.17379270539121
2006-Jan-01 17:00:00,76.73823939814106,28.558461392619705,28.284678203976895,29.467235416406044,25.038515156585465
2006-Jan-01 18:00:00,76.13823602141859,28.62811386029148,28.413048878984785,29.125568749739386,24.861703109370456
2006-Jan-01 19:00:00,75.69072186629438,28.580100297311333,28.3423238542685,28.533902083072718,24.595480953322678
2006-Jan-01 20:00:00,76.51434811983198,28.323175593787024,28.144893419583113,27.792235416406054,24.458829373974442
2006-Jan-01 21:00:00,78.11333371481454,28.01447437728014,27.893148771767883,27.033902083072718,24.337872520753432
2006-Jan-01 22:00:00,79.38549703163287,27.716310712517252,27.617657009471174,26.467235416406044,24.041724133147863
2006-Jan-01 23:00:00,79.64801548359145,27.452030944260628,27.33248523182796,26.06723541640605,23.744113489685635
2006-Jan-02 00:00:00,79.69929940740386,27.180531232444554,27.047790722970223,25.608902083072717,23.366732056258485
2006-Jan-02 01:00:00,79.23252047483483,26.905983738346034,26.766272549618776,25.167235416406047,22.947351251067985
