Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,86.26135166703266,25.574492833765433,25.35347513618591,24.643086468755957,23.29207232381465
2006-Jan-01 02:00:00,91.16873132958644,24.80868919296786,24.71708676610129,23.984753135422622,23.24185715998921
2006-Jan-01 03:00:00,93.74450069875446,24.35337420498136,24.294931574729123,23.84308646875596,23.17529179107373
2006-Jan-01 04:00:00,95.69627899689112,24.012151046815106,23.954826730459235,23.74308646875596,23.128606343750004
2006-Jan-01 05:00:00,97.42782072463639,23.664836829816142,23.610146584633924,23.584753135422627,23.04445518937713
2006-Jan-01 06:00:00,99.41149239820807,23.265891815877254,23.223498470220004,23.443086468755954,22.955785093075622
2006-Jan-01 07:00:00,99.8283096052731,23.04826902352651,23.030658387545955,24.04308646875596,23.18149793722763
2006-Jan-01 08:00:00,96.59337171734535,23.788031430524697,23.605582585008946,25.201419802089294,23.661360709549538
2006-Jan-01 09:00:00,90.28233877822056,25.17908498257521,24.9855779846405,26.34308646875596,24.156731757626616
2006-Jan-01 10:00:00,83.78611855118181,26.70188957245655,26.61136491278744,27.443086468755954,24.541721982402994
2006-Jan-01 11:00:00,78.29896144434444,28.059064111326155,28.01193431683703,28.484753135422622,24.939854767954316
2006-Jan-01 12:00:00,75.26988396784174,28.989572381273536,28.876558252445307,29.54308646875596,25.35146828107926
2006-Jan-01 13:00:00,73.84578493248632,29.494359506760023,29.359624775786333,30.00141980208929,25.500448729413566
2006-Jan-01 14:00:00,72.04067092600324,29.963857372152376,29.880894056627127,30.00141980208929,25.403438956302406
2006-Jan-01 15:00:00,71.87952312541714,29.924798222001698,29.729705180567162,30.00141980208929,25.333632909445203
2006-Jan-01 16:00:00,72.99499196555458,29.569241653206902,29.304212519843663,29.826419802089294,25.174643757741123
2006-Jan-01 17:00:00,74.15562185776483,29.155104403577084,28.81756099901523,29.468086468755956,25.039366208935377
2006-Jan-01 18:00:00,77.46283766806715,28.311004156170046,27.718639586989017,29.12641980208929,24.862554161720364
2006-Jan-01 19:00:00,80.34463895942481,27.504186463398486,26.869874033791845,28.53475313542263,24.59633200567259
2006-Jan-01 20:00:00,82.34465144094973,26.989567441349532,26.50205760927044,27.79308646875596,24.45968042632435
2006-Jan-01 21:00:00,83.97311741309275,26.69229355848977,26.292398689969755,27.03475313542263,24.33872357310334
2006-Jan-01 22:00:00,85.10829774603944,26.441464269239688,26.10384767358197,26.468086468755956,24.04257518549777
2006-Jan-01 23:00:00,85.03179963727025,26.251653204951513,25.95517840412829,26.068086468755954,23.744964542035547
2006-Jan-02 00:00:00,84.6311487056759,26.07574769130149,25.80775654521474,25.609753135422622,23.367583108608397
2006-Jan-02 01:00:00,84.06884920111834,25.818786058193652,25.58872528474687,25.16808646875596,22.948202303417897
2006-Jan-02 02:00:00,83.61046920487185,25.565369286164483,25.340924759306485,25.00141980208929,22.789620420484656
2006-Jan-02 03:00:00,84.46571618190221,25.428731448797745,25.214656479673693,25.00141980208929,23.25931233207838
2006-Jan-02 04:00:00,85.9350116075547,25.440438995713787,25.186223873826492,25.00141980208929,23.125608507312254
2006-Jan-02 05:00:00,86.63923542164258,25.187478593584014,24.948684051143406,24.41808646875596,23.07455566404413
