Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,80.2177595740649,26.889232446042083,26.828099381805387,24.642235416406052,23.29122127146474
2006-Jan-01 02:00:00,82.81647391035052,26.51730785007044,26.51207131901725,23.98390208307272,23.241006107639297
2006-Jan-01 03:00:00,84.38698067732471,26.21640434781492,26.180169237736475,23.84223541640605,23.17444073872382
2006-Jan-01 04:00:00,85.98659990405442,25.904254537624947,25.842638492572416,23.74223541640605,23.127755291400092
2006-Jan-01 05:00:00,87.41370147995805,25.577059516299006,25.50414093814298,23.583902083072715,23.043604137027216
2006-Jan-01 06:00:00,88.87479511568033,25.24306060162913,25.16297509840581,23.44223541640605,22.954934040725718
2006-Jan-01 07:00:00,90.4277716878468,24.928669345967517,24.824710612032206,24.042235416406047,23.180646884877717
2006-Jan-01 08:00:00,91.57086409862201,24.821814539674403,24.56864095692379,25.200568749739386,23.66050965719963
2006-Jan-01 09:00:00,92.29220192091593,24.89021422973141,24.49358945272691,26.342235416406055,24.15588070527671
2006-Jan-01 10:00:00,91.5755160552094,25.23145481337714,24.664120559346376,27.442235416406053,24.540870930053085
2006-Jan-01 11:00:00,89.00974997579976,25.870589713108643,25.092556555046638,28.483902083072717,24.939003715604404
2006-Jan-01 12:00:00,86.4415274697108,26.58877385445373,25.72498445094243,29.542235416406047,25.35061722872935
2006-Jan-01 13:00:00,84.36929383258818,27.162154625307,26.441021251570486,30.000568749739386,25.49959767706366
2006-Jan-01 14:00:00,81.8894924169657,27.70934609922665,27.1556716716818,30.000568749739386,25.402587903952497
2006-Jan-01 15:00:00,79.08421308532014,28.23616384224397,27.79760361181101,30.000568749739386,25.3327818570953
2006-Jan-01 16:00:00,77.00952890682976,28.625590362006033,28.272501706308617,29.82556874973938,25.17379270539121
