Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],PLENUMTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],PLENUMTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],PLENUMTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,83.66244611000907,87.10330113211923,26.156881933123827,24.96679775310804,25.93057839631471,24.96078390743944,24.642456416309006,24.629851555028214,23.2914422713677,23.278837410086908
2006-Jan-01 02:00:00,86.64020717256979,94.05852424039313,25.736238694456116,23.86881117638228,25.575081482688542,23.892307938076815,23.98412308297567,23.97151822169488,23.241227107542258,23.228622246261466
2006-Jan-01 03:00:00,88.38404655261803,98.03289399559115,25.417230093642953,23.212604176082593,25.2608146997334,23.23933793176312,23.84245641630901,23.829851555028213,23.174661738626778,23.162056877345986
2006-Jan-01 04:00:00,89.80916342505994,99.95622418810116,25.153848399620163,22.7758599797102,24.993114835441602,22.794214883623663,23.742456416309007,23.729851555028215,23.127976291303053,23.11537143002226
2006-Jan-01 05:00:00,90.9429576538825,100.0,24.895658271848635,22.35672616500902,24.73353741287369,22.3638068141731,23.584123082975676,23.571518221694888,23.043825136930177,23.031220275649385
2006-Jan-01 06:00:00,92.14175046859945,100.0,24.623719358860185,21.868825064048348,24.459584025826334,21.861972846137608,23.442456416309003,23.42985155502822,22.95515504062867,22.94255017934788
2006-Jan-01 07:00:00,93.31511975297677,99.96930056850319,24.39081032683495,21.695660345045805,24.21988291218442,21.694203654503877,24.042456416309008,24.029851555028216,23.180867884780678,23.168263023499886
2006-Jan-01 08:00:00,92.9771521589542,97.08108282833437,24.555575366804078,22.864902731131092,24.257184481710112,22.911041268289157,25.200789749642343,25.188184888361548,23.660730657102587,23.648125795821795
2006-Jan-01 09:00:00,91.29601600548551,87.7307361352557,25.0629590770873,25.090282732583983,24.627218528894204,25.34658786123411,26.34245641630901,26.329851555028213,24.156101705179665,24.143496843898873
2006-Jan-01 10:00:00,89.06937457062553,76.3796434147148,25.7098873442928,27.804614237119427,25.23588616520618,28.245687853973237,27.44245641630901,27.42985155502821,24.541091929956043,24.52848706867525
2006-Jan-01 11:00:00,86.5186045653773,67.55987120931037,26.374338158595105,30.132356073687077,25.887696764356352,30.722293016900853,28.484123082975675,28.47151822169488,24.939224715507365,24.926619854226573
2006-Jan-01 12:00:00,84.53770088880987,62.400776506098246,26.994746029527818,31.75636349961482,26.44944557873003,32.336630946305085,29.542456416309008,29.529851555028216,25.35083822863231,25.338233367351517
2006-Jan-01 13:00:00,83.10542247292757,60.11545285209383,27.446076275304176,32.568441721597054,26.879014135036034,33.12164679495959,30.00078974964234,29.98818488836155,25.499818676966616,25.487213815685823
2006-Jan-01 14:00:00,81.61364640603207,57.87495575402816,27.789294135200336,33.26240788951265,27.29087856908619,33.83051553996009,30.00078974964234,29.98818488836155,25.402808903855455,25.390204042574663
2006-Jan-01 15:00:00,79.7835610858769,58.49462714735022,28.100991004804467,32.973206752585206,27.60187279680122,33.366242071041064,30.00078974964234,29.98818488836155,25.333002856998252,25.320397995717467
2006-Jan-01 16:00:00,78.9165644177984,61.0636655638192,28.212537895519947,32.11670225112516,27.7057277381886,32.35163060429762,29.825789749642343,29.813184888361548,25.174013705294172,25.161408844013376
2006-Jan-01 17:00:00,78.36508112707813,63.757530036771016,28.207878078663015,31.21782355460439,27.723054204402363,31.26158975552667,29.467456416309005,29.454851555028213,25.038736156488426,25.026131295207634
2006-Jan-01 18:00:00,79.14625073021753,70.27602967563678,27.963457249196605,29.45008309648269,27.400692020065673,29.129982971258475,29.12578974964234,29.11318488836155,24.861924109273414,24.84931924799262
2006-Jan-01 19:00:00,79.85174125186636,77.11336051211325,27.650032000145586,27.68421296913505,26.983773213139717,27.396413269374065,28.53412308297568,28.52151822169488,24.59570195322564,24.583097091944847
2006-Jan-01 20:00:00,81.1721614250657,81.16095711401253,27.289788572930266,26.737986788314945,26.7340225713513,26.576008443901916,27.792456416309008,27.779851555028216,24.4590503738774,24.446445512596608
2006-Jan-01 21:00:00,82.52395731656081,83.63906356512996,27.050246952160858,26.283996281002988,26.593587970023147,26.198398162648516,27.03412308297568,27.02151822169488,24.33809352065639,24.325488659375598
2006-Jan-01 22:00:00,83.39824769204564,85.19029840543075,26.85080729288691,25.963782080833862,26.462307981899897,25.919646743954175,26.467456416309005,26.454851555028213,24.04194513305082,24.029340271770028
2006-Jan-01 23:00:00,83.24286154071974,85.24444784595583,26.67882176390465,25.754083968006398,26.331767433552695,25.741300026062493,26.06745641630901,26.05485155502821,23.744334489588596,23.731729628307804
2006-Jan-02 00:00:00,82.86204265908816,84.78320653608249,26.500885338780748,25.59186628621104,26.199315785045552,25.59448895205586,25.60912308297567,25.59651822169488,23.366953056161446,23.354348194880654
2006-Jan-02 01:00:00,82.08228332765967,84.36064838889976,26.29155196948508,25.30594574726841,26.031606075769275,25.325616267686968,25.167456416309008,25.154851555028216,22.947572250970946,22.934967389690147
2006-Jan-02 02:00:00,81.35696795933312,84.20625997579866,26.096619124883848,24.99259349659371,25.843985144111283,25.005909418374547,25.00078974964234,24.98818488836155,22.788990368037705,22.776385506756913
2006-Jan-02 03:00:00,82.29590199457704,85.12239826237595,25.938767817429746,24.854580879147182,25.674802290031362,24.890520248129416,25.00078974964234,24.98818488836155,23.25868227963143,23.246077418350637
2006-Jan-02 04:00:00,84.26024977623203,86.12157461180202,25.84002222631392,24.971657214923635,25.565161832065073,24.991099374209046,25.00078974964234,24.98818488836155,23.124978454865303,23.11237359358451
2006-Jan-02 05:00:00,84.66790925899011,86.87039615136094,25.6401162174102,24.71217281649606,25.403863817100277,24.72774783859479,24.417456416309008,24.404851555028216,23.07392561159718,23.061320750316387
2006-Jan-02 06:00:00,87.33019550455568,90.21467944364942,25.418103256141734,24.39371719227532,25.19769929158275,24.437979064377572,24.35078974964234,24.33818488836155,23.303955168067915,23.291350306787123
2006-Jan-02 07:00:00,88.69733231640068,90.98230934609369,25.298897385472817,24.40434542064985,25.05983485800527,24.387013597091038,24.834123082975676,24.821518221694884,23.484274854664914,23.471669993384122
2006-Jan-02 08:00:00,89.33105491434435,89.59462558517981,25.32353505154197,24.81574934969092,25.005754036103124,24.860449455951848,25.584123082975676,25.571518221694884,23.763521073782414,23.75091621250162
