Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],PLENUMTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],PLENUMTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],PLENUMTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,81.65438237749709,76.15629404649219,26.58510406645935,27.234230260922924,26.52536549131642,27.268378954577347,24.642456416309006,24.632114923383398,23.2914422713677,23.281100778442084
2006-Jan-01 02:00:00,83.98656358941984,79.1455848096786,26.279316006338735,26.770414926339217,26.299541541241293,26.792077307696825,23.98412308297567,23.973781590050063,23.241227107542258,23.23088561461664
2006-Jan-01 03:00:00,85.11236183288689,81.58894531278261,26.074111689784175,26.287020999023312,26.06507032435175,26.296315479532467,23.84245641630901,23.832114923383397,23.174661738626778,23.164320245701166
2006-Jan-01 04:00:00,86.16689092447346,84.16570123111974,25.874805520454743,25.77958348923502,25.822327390483817,25.798036978227245,23.742456416309007,23.732114923383396,23.127976291303053,23.117634798377438
2006-Jan-01 05:00:00,87.09180881085727,86.4575605600396,25.648857283835554,25.288605926241786,25.575562522248834,25.313546849654646,23.584123082975676,23.57378159005006,23.043825136930177,23.033483644004562
2006-Jan-01 06:00:00,88.0741806097492,88.7301592296789,25.408306828088627,24.809244753620835,25.321496133724708,24.831968912993048,23.442456416309003,23.432114923383395,22.95515504062867,22.944813547703063
2006-Jan-01 07:00:00,89.1453551911399,91.09051484089883,25.18464182096858,24.358121729123663,25.066882141674416,24.3504094164856,24.042456416309008,24.032114923383393,23.180867884780678,23.170526391855066
2006-Jan-01 08:00:00,89.8731445286535,93.64827472680194,25.155086839435228,24.010805043023083,24.857705538410283,23.964114995182513,25.200789749642343,25.19044825671673,23.660730657102587,23.65038916417697
2006-Jan-01 09:00:00,90.69755511191629,95.34381043212056,25.204213172444835,23.9183329211827,24.728981762837723,23.841733743065433,26.34245641630901,26.332114923383397,24.156101705179665,24.145760212254057
2006-Jan-01 10:00:00,90.9775683735164,94.6501310730355,25.36153210017402,24.250658527886944,24.712703652738252,24.14215037741178,27.44245641630901,27.432114923383395,24.541091929956043,24.530750437030424
2006-Jan-01 11:00:00,90.08729847675335,90.7388617007113,25.68122718505491,25.108875541040963,24.85193884140092,24.919300477342954,28.484123082975675,28.473781590050063,24.939224715507365,24.92888322258175
2006-Jan-01 12:00:00,88.96440182487117,85.96613058240689,26.1056295767344,26.225895165658958,25.132360541565248,26.052929212514112,29.542456416309008,29.532114923383393,25.35083822863231,25.340496735706697
2006-Jan-01 13:00:00,87.66005326338619,81.03463879391195,26.50698519753199,27.3721067139859,25.51823564814657,27.31703550959269,30.00078974964234,29.99044825671673,25.499818676966616,25.489477184041004
2006-Jan-01 14:00:00,86.30698919315341,75.94445670426772,26.800305104248277,28.501217327897294,25.957492825939386,28.53680257237599,30.00078974964234,29.99044825671673,25.402808903855455,25.392467410929843
2006-Jan-01 15:00:00,84.35226326308758,71.155650678068,27.111026706840907,29.53024421464653,26.39410376727608,29.620184534660538,30.00078974964234,29.99044825671673,25.333002856998252,25.322661364072648
2006-Jan-01 16:00:00,82.70063283347649,67.89201622780585,27.373138259491665,30.25405247000523,26.769653700800365,30.36689826759518,29.825789749642343,29.81544825671673,25.174013705294172,25.163672212368557
2006-Jan-01 17:00:00,81.26293542698492,65.93673041777286,27.55231115972249,30.626014645076797,27.057083329401465,30.746942751445342,29.467456416309005,29.457114923383397,25.038736156488426,25.02839466356281
2006-Jan-01 18:00:00,80.42389875918805,65.41609796606237,27.662381498371772,30.685933377613114,27.24419875969221,30.793746313782847,29.12578974964234,29.11544825671673,24.861924109273414,24.8515826163478
2006-Jan-01 19:00:00,79.34867925682116,65.9666781635902,27.745239439079246,30.378545834580226,27.329913551314746,30.4736243513503,28.53412308297568,28.523781590050064,24.59570195322564,24.585360460300024
2006-Jan-01 20:00:00,79.4919386763275,67.74406916222598,27.64799891597122,29.844768954909075,27.325563334256373,29.93624441400056,27.792456416309008,27.782114923383393,24.4590503738774,24.448708880951784
2006-Jan-01 21:00:00,80.46881332814229,70.30251738385643,27.491034044962362,29.260199731971152,27.252371001541636,29.352833498414054,27.03412308297568,27.023781590050064,24.33809352065639,24.32775202773078
2006-Jan-01 22:00:00,81.24987596379947,72.56546676768293,27.310559268629493,28.702526368545534,27.128030253940576,28.788934844271537,26.467456416309005,26.457114923383397,24.04194513305082,24.03160364012521
