Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,73.02277228031993,28.57759015055318,28.964947419158367,24.642235416406052,23.29122127146474
2006-Jan-01 02:00:00,75.91967283662906,28.07153063810893,28.47244166887701,23.98390208307272,23.241006107639297
2006-Jan-01 03:00:00,77.67604062962769,27.690143353087223,27.996650473198745,23.84223541640605,23.17444073872382
2006-Jan-01 04:00:00,79.36195076269574,27.32403559637197,27.536685268668165,23.74223541640605,23.127755291400092
2006-Jan-01 05:00:00,81.01143970465915,26.91965713584284,27.092870500729912,23.583902083072715,23.043604137027216
2006-Jan-01 06:00:00,82.70037777522496,26.509821001868914,26.658885436238577,23.44223541640605,22.954934040725718
2006-Jan-01 07:00:00,84.4718950011647,26.123522930008857,26.23469230956984,24.042235416406047,23.180646884877717
2006-Jan-01 08:00:00,85.89814676082398,25.941893533588743,25.88607153404229,25.200568749739386,23.66050965719963
2006-Jan-01 09:00:00,86.71123381128177,25.981469664219926,25.77336327415406,26.342235416406055,24.15588070527671
2006-Jan-01 10:00:00,85.54700892878755,26.422336164650442,26.082817905293798,27.442235416406053,24.540870930053085
2006-Jan-01 11:00:00,82.63636342156926,27.175886095374693,26.867533904492955,28.483902083072717,24.939003715604404
2006-Jan-01 12:00:00,78.90712876398051,28.19840299099732,27.995289216783487,29.542235416406047,25.35061722872935
2006-Jan-01 13:00:00,74.74497155994455,29.309816512648496,29.229753355568082,30.000568749739386,25.49959767706366
2006-Jan-01 14:00:00,70.60689092431441,30.358392184589423,30.44077835875977,30.000568749739386,25.402587903952497
2006-Jan-01 15:00:00,66.3950402788066,31.385597159028123,31.58758118048689,30.000568749739386,25.3327818570953
2006-Jan-01 16:00:00,63.45590099992605,32.1363370640614,32.40828613939909,29.82556874973938,25.17379270539121
2006-Jan-01 17:00:00,61.698963561704126,32.53184893864623,32.85753313820269,29.467235416406044,25.038515156585465
2006-Jan-01 18:00:00,61.41733224184509,32.555643542393696,32.88118346757367,29.125568749739386,24.861703109370456
2006-Jan-01 19:00:00,62.099647526383244,32.20592089692056,32.47334813524564,28.533902083072718,24.595480953322678
2006-Jan-01 20:00:00,64.22875068577245,31.52799305042275,31.86038415018683,27.792235416406054,24.458829373974442
2006-Jan-01 21:00:00,67.07293012378513,30.79663052273313,31.222612587237506,27.033902083072718,24.337872520753432
2006-Jan-01 22:00:00,69.37542116753279,30.16600206354147,30.612589076117175,26.467235416406044,24.041724133147863
2006-Jan-01 23:00:00,70.61070436547503,29.63175894856796,30.037385747473028,26.06723541640605,23.744113489685635
2006-Jan-02 00:00:00,71.51793612877918,29.133430976222467,29.498340248496305,25.608902083072717,23.366732056258485
2006-Jan-02 01:00:00,71.83411103355634,28.667395205676787,28.992442192743113,25.167235416406047,22.947351251067985
2006-Jan-02 02:00:00,71.9987837505699,28.266707289572675,28.511746953317694,25.000568749739383,22.788769368134748
2006-Jan-02 03:00:00,73.54688299828335,27.930725338225127,28.0492226018915,25.000568749739383,23.25846127972847
2006-Jan-02 04:00:00,76.34152457724103,27.5862869270058,27.628418190072008,25.000568749739383,23.124757454962346
2006-Jan-02 05:00:00,77.5577649352992,27.186468927212122,27.25347662019871,24.417235416406047,23.07370461169422
2006-Jan-02 06:00:00,80.55198785494106,26.836066678642993,26.897831283236386,24.350568749739384,23.303734168164954
2006-Jan-02 07:00:00,82.55847782481467,26.554432114094013,26.577224135537236,24.833902083072715,23.484053854761957
2006-Jan-02 08:00:00,83.96834242257306,26.40602205442755,26.315823305226093,25.583902083072715,23.76330007387946
2006-Jan-02 09:00:00,84.4075358088611,26.38165998863276,26.217531320878873,26.000568749739383,23.879800496872075
2006-Jan-02 10:00:00,83.53448159761655,26.572358454191214,26.38823103442868,26.58390208307272,24.023220518375144
2006-Jan-02 11:00:00,81.13822142331713,27.02552566290755,26.84324433197477,27.52556874973938,24.177001442721586
2006-Jan-02 12:00:00,77.6114805829349,27.651638339978224,27.438447649693206,28.425568749739387,24.23963803062841
2006-Jan-02 13:00:00,73.28305936212818,28.571150219887258,28.340670350056143,30.083902083072715,24.822897279653105
2006-Jan-02 14:00:00,68.94761789970704,29.67524844088061,29.484760117160718,31.000568749739383,24.797317014992995
2006-Jan-02 15:00:00,64.46133311765766,30.4632181016048,30.408046727428914,30.592235416406044,24.351611587339878
2006-Jan-02 16:00:00,61.71269848754283,30.978577947050706,31.055737454226346,29.95056874973938,24.13842368524851
2006-Jan-02 17:00:00,60.54170352969131,31.234438612545514,31.39244249098117,29.292235416406054,23.993049997000103
