Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],PLENUMTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],PLENUMTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],PLENUMTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,78.88828017719419,82.45522402167903,27.2004443506719,25.889297350827373,27.163134736442284,25.958512344583482,24.642456416309006,24.629851555028214,23.2914422713677,23.278837410086908
2006-Jan-01 02:00:00,81.89421923152752,89.04890249678617,26.73208296752017,24.782573515304346,26.750128053723582,24.8722056913615,23.98412308297567,23.97151822169488,23.241227107542258,23.228622246261466
2006-Jan-01 03:00:00,83.75753452826035,93.07885507159317,26.364150669958992,24.073819755019866,26.37771399170907,24.161616511602972,23.84245641630901,23.829851555028213,23.174661738626778,23.162056877345986
2006-Jan-01 04:00:00,85.33498830627855,95.99402188286997,26.051262580144854,23.57887303482187,26.053706098560383,23.655522039256393,23.742456416309007,23.729851555028215,23.127976291303053,23.11537143002226
2006-Jan-01 05:00:00,86.63198980356493,98.55101902283684,25.746139250645466,23.106043656429616,25.741358362470162,23.168845573471987,23.584123082975676,23.571518221694888,23.043825136930177,23.031220275649385
2006-Jan-01 06:00:00,87.98318889791312,100.0,25.430267200111846,22.5694036563029,25.418016715406463,22.615434560919013,23.442456416309003,23.42985155502822,22.95515504062867,22.94255017934788
2006-Jan-01 07:00:00,89.2996370036543,99.81016258782903,25.157079927355813,22.366651771198338,25.134477764561,22.430464790796474,24.042456416309008,24.029851555028216,23.180867884780678,23.168263023499886
2006-Jan-01 08:00:00,88.54943491611697,90.72796560372421,25.397407238238973,24.310910674029767,25.292777945391006,24.751688176544103,25.200789749642343,25.188184888361548,23.660730657102587,23.648125795821795
2006-Jan-01 09:00:00,85.86113546920346,71.34514830314899,26.11156906835505,28.76979113043859,26.138187797500777,29.746839226784772,26.34245641630901,26.329851555028213,24.156101705179665,24.143496843898873
2006-Jan-01 10:00:00,81.12093961021527,53.61834584006224,27.291401632168302,34.04947049349557,27.39772478634256,35.43583027778847,27.44245641630901,27.42985155502821,24.541091929956043,24.52848706867525
