Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,72.46240825640724,28.716529774643913,29.114523587462212,24.642235416406052,23.29122127146474
2006-Jan-01 02:00:00,75.35720778135901,28.205086026733344,28.615674884316135,23.98390208307272,23.241006107639297
2006-Jan-01 03:00:00,77.12038491054996,27.818590515060052,28.133667006283698,23.84223541640605,23.17444073872382
2006-Jan-01 04:00:00,78.84089322409436,27.441678295828734,27.667898452244927,23.74223541640605,23.127755291400092
2006-Jan-01 05:00:00,80.5121524618094,27.02962195451072,27.218303176765037,23.583902083072715,23.043604137027216
2006-Jan-01 06:00:00,82.21687495810517,26.61367789196325,26.778878129061937,23.44223541640605,22.954934040725718
2006-Jan-01 07:00:00,83.99835872642693,26.22267811614532,26.351119929763104,24.042235416406047,23.180646884877717
2006-Jan-01 08:00:00,85.36075057319006,26.051841037309938,26.02041128410475,25.200568749739386,23.66050965719963
2006-Jan-01 09:00:00,86.00330960640184,26.12436836118979,25.955802925851753,26.342235416406055,24.15588070527671
2006-Jan-01 10:00:00,84.51685000666247,26.633750163359057,26.323934018738402,27.442235416406053,24.540870930053085
2006-Jan-01 11:00:00,81.30008240550835,27.462332138720438,27.158516330577612,28.483902083072717,24.939003715604404
2006-Jan-01 12:00:00,77.54995673868551,28.507358960687935,28.324914973748026,29.542235416406047,25.35061722872935
2006-Jan-01 13:00:00,73.42790049480931,29.63027848825719,29.58063972300812,30.000568749739386,25.49959767706366
2006-Jan-01 14:00:00,69.3999008307236,30.672729347372698,30.78445412581607,30.000568749739386,25.402587903952497
2006-Jan-01 15:00:00,65.49940669290423,31.637431067122588,31.862123463175816,30.000568749739386,25.3327818570953
2006-Jan-01 16:00:00,62.86820396040707,32.31202201921835,32.60267047345624,29.82556874973938,25.17379270539121
2006-Jan-01 17:00:00,61.3519575287985,32.640346578580555,32.98396105653957,29.467235416406044,25.038515156585465
2006-Jan-01 18:00:00,61.13201911075161,32.64427401265771,32.99640812616562,29.125568749739386,24.861703109370456
