Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,72.85284305522153,28.619330021504194,28.996311120624423,24.642235416406052,23.29122127146474
2006-Jan-01 02:00:00,75.74104921850386,28.113663125604905,28.503819916889242,23.98390208307272,23.241006107639297
2006-Jan-01 03:00:00,77.49477318662584,27.731834211226683,28.027458263756174,23.84223541640605,23.17444073872382
2006-Jan-01 04:00:00,79.20193960396968,27.360112411930704,27.56676995208845,23.74223541640605,23.127755291400092
2006-Jan-01 05:00:00,80.86189330683166,26.9525527691884,27.12187011572097,23.583902083072715,23.043604137027216
2006-Jan-01 06:00:00,82.5568102589428,26.540609387881002,26.686748958240855,23.44223541640605,22.954934040725718
2006-Jan-01 07:00:00,84.33322103006284,26.152519620874013,26.261396146927154,24.042235416406047,23.180646884877717
2006-Jan-01 08:00:00,85.7690742471613,25.96840459733333,25.911609644465916,25.200568749739386,23.66050965719963
2006-Jan-01 09:00:00,86.59372947446177,26.005390128195938,25.79775417441688,26.342235416406055,24.15588070527671
2006-Jan-01 10:00:00,85.4471750874669,26.44302850569106,26.106383152622612,27.442235416406053,24.540870930053085
2006-Jan-01 11:00:00,82.55890087714974,27.19266715676304,26.891811880061876,28.483902083072717,24.939003715604404
2006-Jan-01 12:00:00,78.80148436382066,28.222232000050003,28.023468584330814,29.542235416406047,25.35061722872935
2006-Jan-01 13:00:00,74.60986608660524,29.34220103680957,29.266195145831645,30.000568749739386,25.49959767706366
2006-Jan-01 14:00:00,70.52470866714376,30.37973187031478,30.459422298622968,30.000568749739386,25.402587903952497
2006-Jan-01 15:00:00,66.49796764576445,31.35858990350513,31.549199977804637,30.000568749739386,25.3327818570953
2006-Jan-01 16:00:00,63.7476173692579,32.05375170071016,32.30660411384663,29.82556874973938,25.17379270539121
2006-Jan-01 17:00:00,62.17193039328242,32.39266660952309,32.70086635334965,29.467235416406044,25.038515156585465
2006-Jan-01 18:00:00,61.84593106988359,32.42665006926354,32.7546232028553,29.125568749739386,24.861703109370456
2006-Jan-01 19:00:00,62.35898474900517,32.12676426094489,32.414494587215394,28.533902083072718,24.595480953322678
2006-Jan-01 20:00:00,64.30814653459494,31.502327626220193,31.84786060442585,27.792235416406054,24.458829373974442
2006-Jan-01 21:00:00,66.99980867874403,30.814303563156642,31.232156050230746,27.033902083072718,24.337872520753432
2006-Jan-01 22:00:00,69.25464632022079,30.196524276783407,30.633587679745897,26.467235416406044,24.041724133147863
2006-Jan-01 23:00:00,70.46510450403288,29.668570829663924,30.064367779576326,26.06723541640605,23.744113489685635
2006-Jan-02 00:00:00,71.35868266696377,29.173394606053872,29.528240270797955,25.608902083072717,23.366732056258485
2006-Jan-02 01:00:00,71.66990745256797,28.708457048210033,29.02344671536277,25.167235416406047,22.947351251067985
2006-Jan-02 02:00:00,71.83431220300417,28.307724501300328,28.542750978879138,25.000568749739383,22.788769368134748
2006-Jan-02 03:00:00,73.3880962313449,27.969546513140212,28.07970670463759,25.000568749739383,23.25846127972847
2006-Jan-02 04:00:00,76.2004571411909,27.61951002956153,27.657971283893193,25.000568749739383,23.124757454962346
2006-Jan-02 05:00:00,77.42372240203026,27.217378933316866,27.281731974934875,24.417235416406047,23.07370461169422
2006-Jan-02 06:00:00,80.42086014296616,26.86506158334845,26.92461985299792,24.350568749739384,23.303734168164954
2006-Jan-02 07:00:00,82.43349431648413,26.581304227872877,26.60275341241778,24.833902083072715,23.484053854761957
2006-Jan-02 08:00:00,83.85243456295912,26.43049448536041,26.339862821584656,25.583902083072715,23.76330007387946
2006-Jan-02 09:00:00,84.30465587988904,26.40327539866607,26.23947544996204,26.000568749739383,23.879800496872075
