Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],PLENUMTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],PLENUMTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],PLENUMTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C],PLENUMTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,75.84300062549686,65.50303800588456,27.90408427189686,29.83002582531517,28.18661277704361,30.033965962694364,24.642456416309006,24.632114923383398,23.2914422713677,23.281100778442084
2006-Jan-01 02:00:00,78.37484825052037,69.27324611039886,27.51044542585771,29.056298256620835,27.848755022118212,29.232785710700284,23.98412308297567,23.973781590050063,23.241227107542258,23.23088561461664
2006-Jan-01 03:00:00,79.78672249813856,72.14416746335436,27.2212832326406,28.38827192625112,27.5200062603249,28.48879793727124,23.84245641630901,23.832114923383397,23.174661738626778,23.164320245701166
2006-Jan-01 04:00:00,81.1085902443711,74.92365732528054,26.946124397300142,27.757737381902967,27.195268849473123,27.787161353150108,23.742456416309007,23.732114923383396,23.127976291303053,23.117634798377438
2006-Jan-01 05:00:00,82.21386359526606,77.69918878902776,26.66641012179596,27.096989675829917,26.871866132092354,27.12619875106617,23.584123082975676,23.57378159005006,23.043825136930177,23.033483644004562
2006-Jan-01 06:00:00,83.30176297215682,80.50684705017963,26.388730716631855,26.448721551710378,26.54928030839217,26.49424193143193,23.442456416309003,23.432114923383395,22.95515504062867,22.944813547703063
2006-Jan-01 07:00:00,84.41043296221183,83.27382303062758,26.142407961653202,25.86461856927457,26.231653629888275,25.880803310934315,24.042456416309008,24.032114923383393,23.180867884780678,23.170526391855066
2006-Jan-01 08:00:00,85.21093014275553,86.12500596468713,26.089323604286466,25.412981102709143,25.966549145474115,25.39086765784415,25.200789749642343,25.19044825671673,23.660730657102587,23.65038916417697
2006-Jan-01 09:00:00,86.08936930776133,87.40970151030308,26.118612368302152,25.372524537040803,25.809746814456485,25.326462334659343,26.34245641630901,26.332114923383397,24.156101705179665,24.145760212254057
2006-Jan-01 10:00:00,86.18752306323444,84.65668311288339,26.30940318739589,26.128232561464774,25.839748701393464,26.051671484125734,27.44245641630901,27.432114923383395,24.541091929956043,24.530750437030424
2006-Jan-01 11:00:00,84.93699575169818,78.51758504257889,26.704733720242587,27.55814522918782,26.125342027105415,27.656894649304594,28.484123082975675,28.473781590050063,24.939224715507365,24.92888322258175
