Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,79.11471576764554,27.02253579416308,27.180921984518516,24.639555652862196,23.288541507920886
2006-Jan-01 02:00:00,83.65969412535463,26.240304454527575,26.509920783589276,23.981222319528865,23.23832634409544
2006-Jan-01 03:00:00,86.32394364127214,25.72141598032437,26.010192389070223,23.83955565286219,23.171760975179964
2006-Jan-01 04:00:00,88.4141851090313,25.320463376515807,25.591186848292406,23.739555652862194,23.12507552785624
2006-Jan-01 05:00:00,90.26295570904978,24.922683519511015,25.173965714325096,23.581222319528862,23.04092437348336
2006-Jan-01 06:00:00,92.32693362782642,24.489317870942784,24.72261351962131,23.439555652862193,22.95225427718186
2006-Jan-01 07:00:00,93.54943790819488,24.24623817798909,24.484520581814852,24.03955565286219,23.177967121333864
2006-Jan-01 08:00:00,88.79884674787245,25.23735741256287,25.45951897391852,25.197888986195526,23.657829893655773
2006-Jan-01 09:00:00,79.54413891710651,27.33554856285808,27.974671516721966,26.33955565286219,24.15320094173285
2006-Jan-01 10:00:00,68.5625048908415,30.18239416709365,30.86556780600706,27.439555652862197,24.538191166509225
2006-Jan-01 11:00:00,60.14586752680097,32.7252972266112,33.491730850354394,28.481222319528865,24.936323952060548
2006-Jan-01 12:00:00,55.49347693917341,34.45614262668555,35.14728990244808,29.539555652862195,25.347937465185495
2006-Jan-01 13:00:00,53.43981476772738,35.34368219402753,36.05732051303502,29.99788898619553,25.496917913519805
2006-Jan-01 14:00:00,50.71054431181779,36.35169727097216,37.13349942875441,29.99788898619553,25.39990814040864
2006-Jan-01 15:00:00,51.24211149367513,36.07917342694461,36.67132604183303,29.99788898619553,25.330102093551446
2006-Jan-01 16:00:00,53.80284602410732,35.10418855282144,35.606450846353056,29.822888986195526,25.171112941847355
2006-Jan-01 17:00:00,56.459216674170705,34.08436247947045,34.416713375176805,29.46455565286219,25.035835393041612
2006-Jan-01 18:00:00,63.42446704751321,31.900908268438787,31.879975872368643,29.12288898619553,24.8590233458266
2006-Jan-01 19:00:00,69.27524207582387,30.11949240452022,29.925577057953628,28.53122231952886,24.59280118977882
2006-Jan-01 20:00:00,72.93813185193558,29.095187702353897,29.06965663098261,27.789555652862195,24.456149610430586
2006-Jan-01 21:00:00,75.13291548056283,28.602609895507744,28.641308062565944,27.03122231952886,24.335192757209573
2006-Jan-01 22:00:00,76.7517519744979,28.202883843660135,28.28013921412626,26.46455565286219,24.039044369604003
2006-Jan-01 23:00:00,77.24857268702453,27.877743226368505,27.97629569052276,26.064555652862197,23.74143372614178
2006-Jan-02 00:00:00,77.39924955204232,27.580505698803766,27.69113176039041,25.606222319528854,23.364052292714632
2006-Jan-02 01:00:00,77.33373705181035,27.216970057401326,27.351500928990635,25.164555652862195,22.94467148752413
2006-Jan-02 02:00:00,77.35941417113251,26.859091760795717,26.983994347635726,24.99788898619553,22.786089604590895
2006-Jan-02 03:00:00,78.64429936788383,26.61286048274911,26.735076446675933,24.99788898619553,23.255781516184612
2006-Jan-02 04:00:00,80.42990692213955,26.534487394923314,26.600472267125127,24.99788898619553,23.122077691418486
2006-Jan-02 05:00:00,81.38819914414053,26.21397084455238,26.28875874823052,24.41455565286219,23.07102484815037
2006-Jan-02 06:00:00,84.49887962219414,25.88018971048641,25.991202624202675,24.347888986195528,23.3010544046211
2006-Jan-02 07:00:00,85.78856832042528,25.767491474795623,25.813725322262425,24.831222319528862,23.4813740912181
2006-Jan-02 08:00:00,84.77085546095553,26.11775498702757,26.232972683096353,25.58122231952886,23.7606203103356
2006-Jan-02 09:00:00,80.79586781649488,27.016218722698962,27.403509344344727,25.99788898619553,23.877120733328216
2006-Jan-02 10:00:00,73.37642901304953,28.71577088131359,29.276288696334518,26.58122231952886,24.020540754831288
2006-Jan-02 11:00:00,69.24430283771265,29.705470569912237,30.088076138728308,27.52288898619553,24.174321679177726
2006-Jan-02 12:00:00,61.83324395001167,31.596494265379054,32.31876336211783,28.422888986195527,24.23695826708455
2006-Jan-02 13:00:00,53.30523263398064,34.20711805925314,34.89677545679991,30.081222319528862,24.82021751610925
2006-Jan-02 14:00:00,52.62633744496889,34.51147123655937,34.78439564476816,30.99788898619553,24.794637251449135
2006-Jan-02 15:00:00,52.97775941556202,33.96625298825368,34.276242661111944,30.58955565286219,24.348931823796025
2006-Jan-02 16:00:00,53.022535647150825,33.659484356949875,33.95796187625414,29.947888986195526,24.135743921704655
2006-Jan-02 17:00:00,56.79110487341048,32.31643874702525,32.4224198472117,29.289555652862195,23.990370233456247
2006-Jan-02 18:00:00,61.62455218707945,30.735463252510403,30.697013255477014,28.764555652862196,23.635280573622776
2006-Jan-02 19:00:00,65.84634245652482,29.265141196738696,29.008939691080325,28.13122231952886,23.377602334780985
2006-Jan-02 20:00:00,69.05748537552411,28.408056765140334,28.32409458135145,27.331222319528862,23.366775028309224
2006-Jan-02 21:00:00,71.35645876371002,27.988455335375907,27.954919937621515,26.706222319528862,23.28095296271772
2006-Jan-02 22:00:00,73.33086343021094,27.595221733069433,27.59184040630714,26.206222319528862,23.192325773863022
2006-Jan-02 23:00:00,76.6403251745739,27.087348103209052,27.13240423450264,25.41455565286219,23.427915087366387
2006-Jan-03 00:00:00,80.40329043973743,26.698858439548776,26.799305364576753,25.347888986195528,23.536871024215984
2006-Jan-03 01:00:00,81.60637764459317,26.55487730008049,26.567427621911325,25.24788898619553,23.552276001953075
2006-Jan-03 02:00:00,83.99252940635483,26.222387939126218,26.260959631168443,24.99788898619553,23.5882176520095
2006-Jan-03 03:00:00,83.8664892321511,26.144558411089893,26.183850968466928,24.99788898619553,23.122077691418486
2006-Jan-03 04:00:00,82.88403573642496,25.866111252339152,25.82220337005077,24.41455565286219,22.693384634828504
2006-Jan-03 05:00:00,85.00828896222595,25.244394749999035,25.32985827411105,23.99788898619553,22.618940518186847
2006-Jan-03 06:00:00,86.08242944920869,24.992776642110254,25.074991138314413,23.64788898619553,22.57521083534625
2006-Jan-03 07:00:00,87.10618722124836,24.80321473294126,24.956643573017658,23.74788898619553,22.58847043125567
2006-Jan-03 08:00:00,84.73784307503982,25.227800958824435,25.42468639209787,23.99788898619553,22.619564130591368
2006-Jan-03 09:00:00,82.289350039215,25.78696706373547,26.272892658936247,24.28955565286219,22.902358442353073
2006-Jan-03 10:00:00,76.10799934716387,27.42446162820168,28.15339262117227,24.78955565286219,23.386916408086552
2006-Jan-03 11:00:00,66.72175261910637,30.12097882602879,30.905926346821122,26.74788898619553,24.040948626910858
2006-Jan-03 12:00:00,60.60863331473453,32.1035428289644,32.70274867137577,28.814555652862197,24.870329268688295
2006-Jan-03 13:00:00,55.00169764019622,34.041562596191724,34.803322156011575,29.16455565286219,24.49668471243937
2006-Jan-03 14:00:00,51.08940828596531,34.804464214704296,35.47583178955261,28.822888986195526,23.97184458595866
2006-Jan-03 15:00:00,52.43896327137708,34.151680143817465,34.63743394003822,28.52288898619553,24.02312027783258
2006-Jan-03 16:00:00,56.65493244593383,32.772637432426194,33.03988601334196,28.281222319528855,24.028101486358864
2006-Jan-03 17:00:00,59.81041680103931,31.839976904066422,32.08709875685344,28.02288898619553,24.038805787008283
2006-Jan-03 18:00:00,67.11184100341238,29.945416458296975,29.858895509809305,27.722888986195528,24.157673343647655
2006-Jan-03 19:00:00,74.85839669217923,28.427137769464537,28.284659321411123,26.664555652862195,24.44247183469895
2006-Jan-03 20:00:00,82.11168378432838,27.389908337963735,27.433554487399476,25.99788898619553,24.557423162778804
2006-Jan-03 21:00:00,84.99778710005297,26.954918217386872,27.004665048785355,25.70622231952886,24.274665924989318
2006-Jan-03 22:00:00,85.84571466922081,26.55860319076058,26.636724420425264,25.20622231952886,23.79021204964364
2006-Jan-03 23:00:00,85.84867475178226,26.232827768363155,26.315857770449025,24.99788898619553,23.58844211788588
2006-Jan-04 00:00:00,85.9337558012188,26.08883493550839,26.147570023104212,24.99788898619553,23.665097824968495
