Hourly,LIVINGTHERMALZONE:Zone Air Relative Humidity[%],LIVINGTHERMALZONE:Zone Air Temperature[C],LIVINGTHERMALZONE:Zone Mean Radiant Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Drybulb Temperature[C],LIVINGTHERMALZONE:Zone Outdoor Air Wetbulb Temperature[C]
2006-Jan-01 01:00:00,79.00929036867566,27.014006448243347,27.195139839852462,24.638678976033887,23.287664831092574
2006-Jan-01 02:00:00,83.49303061484491,26.244849164433813,26.534698715310764,23.980345642700556,23.237449667267132
2006-Jan-01 03:00:00,86.10701746168637,25.73649046741548,26.042061654257466,23.838678976033886,23.170884298351655
2006-Jan-01 04:00:00,88.15922737827587,25.34312745645232,25.62856240693641,23.738678976033885,23.124198851027927
2006-Jan-01 05:00:00,89.9694898602553,24.95251822045593,25.216728849802436,23.58034564270055,23.04004769665505
2006-Jan-01 06:00:00,91.9873438241259,24.527184168098504,24.771498531942964,23.438678976033884,22.951377600353553
2006-Jan-01 07:00:00,93.19967021172738,24.286021244229513,24.53978708696327,24.038678976033882,23.177090444505552
2006-Jan-01 08:00:00,88.27877129396306,25.295181779044352,25.721170237363847,25.19701230936722,23.656953216827464
2006-Jan-01 09:00:00,78.07788334280929,27.631119752233918,28.15560390761645,26.33867897603389,24.152324264904546
2006-Jan-01 10:00:00,67.92125621526641,30.321391395794247,30.984460635558907,27.438678976033888,24.53731448968092
2006-Jan-01 11:00:00,59.99286768516814,32.73690904674512,33.50635914259734,28.480345642700552,24.93544727523224
2006-Jan-01 12:00:00,55.45805784735478,34.426455774326946,35.1454254095292,29.538678976033882,25.347060788357187
2006-Jan-01 13:00:00,53.46204073569157,35.288783770130294,36.00815829298209,29.99701230936722,25.496041236691497
2006-Jan-01 14:00:00,50.91036838337047,36.22924249582585,37.01634301989113,29.99701230936722,25.399031463580332
2006-Jan-01 15:00:00,51.438284632227344,35.95810667536225,36.54640275468578,29.99701230936722,25.329225416723133
2006-Jan-01 16:00:00,53.92148960917695,35.01164537777955,35.49223781273411,29.822012309367214,25.170236265019046
